station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg,elevation_m
KCKM,2021-12-03T02:35:00Z,34.3,-90.52,16,11,190,5,30.088583,52
KCKI,2021-12-03T02:35:00Z,33.72,-79.85,13,7,0,0,30.02067,19
KCIN,2021-12-03T02:35:00Z,42.03,-94.78,4,-3,0,0,29.958662,365
KCGE,2021-12-03T02:35:00Z,38.53,-76.03,16,7,230,6,29.740158,5
KCFS,2021-12-03T02:35:00Z,43.47,-83.45,2.1,-1.4,320,10,29.958662,214
KCFJ,2021-12-03T02:35:00Z,39.98,-86.92,6.2,-4,0,0,30.029528,243
KCFE,2021-12-03T02:35:00Z,45.17,-93.85,2,1,0,0,29.970472,292
KCDN,2021-12-03T02:35:00Z,34.28,-80.57,15,7,190,5,30,90
KCDI,2021-12-03T02:35:00Z,39.97,-81.58,9,1.5,0,0,29.949802,241
KCDH,2021-12-03T02:35:00Z,33.62,-92.77,12,12,0,0,30.079725,38
KCDA,2021-12-03T02:35:00Z,44.57,-72.02,3.8,2.1,110,5,29.40059,357
KCCY,2021-12-03T02:35:00Z,43.07,-92.62,4,1,20,4,29.991142,340
KCCA,2021-12-03T02:35:00Z,35.6,-92.45,7,5,0,0,30.059055,152
KCBG,2021-12-03T02:35:00Z,45.57,-93.27,2,-3,0,0,29.97933,285
KCBF,2021-12-03T02:35:00Z,41.27,-95.77,10,1,120,9,29.899607,379
KCAV,2021-12-03T02:35:00Z,42.75,-93.77,6,0,40,7,29.991142,352
KCAD,2021-12-03T02:35:00Z,44.27,-85.42,0.8,-3.5,320,9,29.949802,397
KC35,2021-12-03T02:35:00Z,43.53,-89.98,4.3,-3.8,0,0,29.991142,272
KC29,2021-12-03T02:35:00Z,43.12,-89.53,4.9,-3,0,0,30,282
KBXK,2021-12-03T02:35:00Z,33.42,-112.68,18,-1,50,4,30.008858,303
KBWW,2021-12-03T02:35:00Z,46.17,-103.3,9,1,310,16,29.899607,911
KBWP,2021-12-03T02:35:00Z,46.25,-96.62,1,0,0,0,29.97933,294
KBVU,2021-12-03T02:35:00Z,35.95,-114.87,17,-3,20,5,30.088583,654
KBVI,2021-12-03T02:35:00Z,40.77,-80.37,6.9,-0.5,270,5,29.890747,387
KBRY,2021-12-03T02:35:00Z,37.82,-85.5,11,4,0,0,30.02067,192
KBRG,2021-12-03T02:35:00Z,34.65,-106.83,6.9,-11.4,0,0,30.188976,1585
KBOW,2021-12-03T02:35:00Z,27.93,-81.77,15,12,0,0,30.159449,38
KBNW,2021-12-03T02:35:00Z,42.03,-93.83,5,-1,140,6,29.991142,350
KBNL,2021-12-03T02:35:00Z,33.25,-81.38,11,7,0,0,30.050198,76
KBKS,2021-12-03T02:35:00Z,27.2,-98.12,18.7,18.7,130,3,30.109253,34
KBKN,2021-12-03T02:35:00Z,36.75,-97.35,10,4,160,4,29.970472,208
KBEA,2021-12-03T02:35:00Z,28.37,-97.78,18.1,17.3,140,5,30.109253,83
KBDH,2021-12-03T02:35:00Z,45.12,-95.13,3,2,0,0,29.991142,341
KBCB,2021-12-03T02:35:00Z,37.22,-80.42,12.5,4.3,270,4,29.920275,642
KBBP,2021-12-03T02:35:00Z,34.62,-79.73,13,7,200,3,29.97933,44
KBBB,2021-12-03T02:35:00Z,45.32,-95.65,2,1,0,0,29.991142,315
KBAX,2021-12-03T02:35:00Z,43.78,-82.98,1.7,-2.4,300,8,29.940945,229
KBAC,2021-12-03T02:35:00Z,46.93,-98.02,-1,-1,110,7,29.958662,423
KAXV,2021-12-03T02:35:00Z,40.5,-84.3,3,0,0,0,30,278
KAXA,2021-12-03T02:35:00Z,43.07,-94.27,6,0,90,5,29.970472,371
KAWG,2021-12-03T02:35:00Z,41.27,-91.67,4,0,90,5,29.991142,229
KAUM,2021-12-03T02:35:00Z,43.67,-92.92,5,2,0,0,29.97933,376
KATS,2021-12-03T02:35:00Z,32.85,-104.47,17,2,250,13,30.100393,1073
KASJ,2021-12-03T02:35:00Z,36.28,-77.17,15.1,6.1,220,8,29.870079,20
KARW,2021-12-03T02:35:00Z,32.42,-80.63,13,11,0,0,30.070866,2
KARV,2021-12-03T02:35:00Z,45.92,-89.72,-0.1,-16.6,0,0,29.958662,494
KAQX,2021-12-03T02:35:00Z,32.98,-81.27,12,9,0,0,30.050198,48
KANQ,2021-12-03T02:35:00Z,41.63,-85.08,3,-1,270,3,29.97933,299
KAMN,2021-12-03T02:35:00Z,43.32,-84.68,2.5,-1,330,4,29.991142,228
KALM,2021-12-03T02:35:00Z,32.83,-105.98,12,0,150,5,30.159449,1267
KAIT,2021-12-03T02:35:00Z,46.53,-93.67,-1,-4,0,0,29.97933,367
KAIO,2021-12-03T02:35:00Z,41.4,-95.03,9,2,0,0,29.929134,349
KAIK,2021-12-03T02:35:00Z,33.65,-81.68,14,7.1,240,7,30.050198,155
KAIG,2021-12-03T02:35:00Z,45.15,-89.12,-0.7,-3.9,0,0,29.97933,462
KAID,2021-12-03T02:35:00Z,40.12,-85.62,5.8,1.9,340,3,30.029528,277
KAFP,2021-12-03T02:35:00Z,35.02,-80.08,15.7,5.7,210,5,29.958662,91
KADU,2021-12-03T02:35:00Z,41.7,-94.92,6,1,0,0,29.958662,391
KACQ,2021-12-03T02:35:00Z,44.07,-93.55,3,1,0,0,29.991142,339
KACB,2021-12-03T02:35:00Z,44.98,-85.2,0.2,-2,310,4,29.97933,189
K9MN,2021-12-03T02:35:00Z,44.02,-92.48,5.9,-1.1,0,0,29.991142,308
K96D,2021-12-03T02:35:00Z,48.93,-97.9,-4,-3,140,6,29.970472,290
K8W2,2021-12-03T02:35:00Z,38.65,-78.7,17.7,2.3,310,8,29.769686,295
K8B0,2021-12-03T02:35:00Z,,,2,2,0,0,29.329725,
K82C,2021-12-03T02:35:00Z,43.83,-90.13,3.5,-2.2,0,0,29.97933,273
K7L2,2021-12-03T02:35:00Z,46.22,-100.25,4,3,200,4,29.878937,541
K77S,2021-12-03T02:35:00Z,43.93,-123,10,10,0,0,30.259842,161
K6L4,2021-12-03T02:35:00Z,37.85,-81.92,17,2,260,7,29.970472,504
K6B9,2021-12-03T02:35:00Z,42.92,-76.43,5,0,270,18,29.648623,306
K6B0,2021-12-03T02:35:00Z,43.98,-73.1,4.5,1.6,210,4,29.459646,149
K5H4,2021-12-03T02:35:00Z,47.78,-99.93,1,0,110,13,29.920275,490
K54J,2021-12-03T02:35:00Z,30.73,-86.15,14.8,13.8,0,0,30.15059,87
K4M9,2021-12-03T02:35:00Z,36.4,-90.65,13,10,220,7,30.02067,86
K4A6,2021-12-03T02:35:00Z,34.68,-86,9,9,0,0,30.100393,191
K46D,2021-12-03T02:35:00Z,47.45,-99.15,1,0,110,9,29.949802,488
K42J,2021-12-03T02:35:00Z,29.85,-82.05,11,11,0,0,30.138779,57
K3N8,2021-12-03T02:35:00Z,47.25,-95.92,-1,-2.7,0,0,29.970472,379
K3D2,2021-12-03T02:35:00Z,45.13,-87.18,0.8,-4.3,350,8,29.991142,233
K35A,2021-12-03T02:35:00Z,34.68,-81.63,13.5,7.2,240,4,30.029528,186
K2P2,2021-12-03T02:35:00Z,45.38,-86.92,0.5,-4,360,8,30,182
K2J9,2021-12-03T02:35:00Z,30.6,-84.55,11,11,0,0,30.15059,62
K2G4,2021-12-03T02:35:00Z,39.58,-79.33,7,1,280,12,29.840551,908
K2D5,2021-12-03T02:35:00Z,46.17,-98.08,1,1,90,9,29.929134,407
K2C8,2021-12-03T02:35:00Z,48.78,-97.63,-3,-5,0,0,29.97933,271
K28J,2021-12-03T02:35:00Z,29.65,-81.68,7,7,0,0,30.138779,9
K27K,2021-12-03T02:35:00Z,38.23,-84.43,11,5,280,4,30.02067,283
K24J,2021-12-03T02:35:00Z,30.3,-83.03,10,10,0,0,30.138779,30
K24A,2021-12-03T02:35:00Z,35.32,-83.2,13.2,0.2,360,4,30.088583,864
K22N,2021-12-03T02:35:00Z,40.8,-75.77,9,3,310,9,29.68996,159
K21D,2021-12-03T02:35:00Z,45,-92.85,3,-1,0,0,30,281
K20U,2021-12-03T02:35:00Z,46.93,-103.98,8,1,290,16,29.911417,839
K1S5,2021-12-03T02:35:00Z,46.33,-119.97,4.2,1.3,40,5,30.209646,228
K1P1,2021-12-03T02:35:00Z,43.78,-71.75,0.5,0.5,0,0,29.430119,155
K1A5,2021-12-03T02:35:00Z,35.22,-83.42,3,1.3,0,0,30.121063,611
K14Y,2021-12-03T02:35:00Z,45.9,-94.87,0,-1,0,0,29.991142,404
K0VG,2021-12-03T02:35:00Z,36.65,-83.22,7,5,0,0,30.059055,426
K0S9,2021-12-03T02:35:00Z,48.05,-122.82,7,2,330,3,30.351377,33
K08D,2021-12-03T02:35:00Z,48.3,-102.4,-2,-2,100,4,29.861221,683
K06D,2021-12-03T02:35:00Z,48.88,-99.62,-1,-1,160,5,29.899607,554
K04W,2021-12-03T02:35:00Z,46.02,-92.9,0,-3,0,0,29.991142,310
YPXM,2021-12-03T02:34:00Z,-10.45,105.68,23,23,130,7,29.911417,262
YFRT,2021-12-03T02:34:00Z,-30.83,128.12,24,12,130,22,30.088583,159
PACM,2021-12-03T02:34:00Z,61.85,-165.57,-14,-17,170,15,30.431103,3
KPSF,2021-12-03T02:34:00Z,42.43,-73.28,3.9,1.7,280,14,29.518702,352
CYRQ,2021-12-03T02:34:00Z,46.35,-72.68,3,3,230,10,29.300198,58
CYMM,2021-12-03T02:34:00Z,56.65,-111.22,-12,-14,270,16,29.819881,371
CYGW,2021-12-03T02:34:00Z,55.27,-77.77,-6,-7,170,6,29.438976,13
CWSA,2021-12-03T02:34:00Z,43.93,-60,11,10,170,22,29.740158,4
KXVG,2021-12-03T02:33:00Z,46.98,-94.2,-1,-5,0,0,29.970472,407
KOWA,2021-12-03T02:33:00Z,44.12,-93.25,4,1,0,0,29.97933,345
KORB,2021-12-03T02:33:00Z,48.02,-92.87,-3,-5,0,0,29.958662,407
KFOZ,2021-12-03T02:33:00Z,47.77,-93.65,-2,-4,0,0,30.02067,412
KFKL,2021-12-03T02:33:00Z,41.37,-79.87,4,0,310,9,29.861221,468
KDVP,2021-12-03T02:33:00Z,43.98,-95.78,3.8,0.2,60,5,29.958662,493
KBAF,2021-12-03T02:33:00Z,42.17,-72.72,5.6,2.8,310,9,29.53937,80
KAXN,2021-12-03T02:33:00Z,45.87,-95.4,0.6,0,0,0,29.97933,433
KAQP,2021-12-03T02:33:00Z,45.22,-96,3,1,30,5,29.97933,312
CYWE,2021-12-03T02:33:00Z,64.18,-114.08,-22,-25,50,5,29.991142,374
CYPD,2021-12-03T02:33:00Z,45.67,-61.37,9,9,150,8,29.610237,106
CYOY,2021-12-03T02:33:00Z,46.88,-71.5,0,0,0,0,29.27067,167
SBSP,2021-12-03T02:32:00Z,-23.62,-46.65,17,16,150,10,30,802
PASI,2021-12-03T02:32:00Z,57.03,-135.35,0.6,-2.8,140,3,29.970472,2
PAKW,2021-12-03T02:32:00Z,55.58,-133.07,-0.6,-1.7,180,7,30.070866,7
PAGM,2021-12-03T02:32:00Z,63.77,-171.73,-8,-10,140,35,30.088583,6
KRBG,2021-12-03T02:32:00Z,43.23,-123.35,10,9.4,0,0,30.259842,152
KPTN,2021-12-03T02:32:00Z,29.72,-91.33,15,15,0,0,30.171259,2
KORH,2021-12-03T02:32:00Z,42.27,-71.87,7.2,3.9,310,26,29.489174,306
KMEH,2021-12-03T02:32:00Z,45.52,-118.42,4.4,2.2,0,0,30.209646,1138
KJHW,2021-12-03T02:32:00Z,42.15,-79.27,3,-1,330,15,29.811024,520
KBDE,2021-12-03T02:32:00Z,48.73,-94.62,-3.3,-6.1,80,3,29.970472,330
CYHK,2021-12-03T02:32:00Z,68.62,-95.85,-25,-28,320,25,29.66929,36
CYBK,2021-12-03T02:32:00Z,64.3,-96.07,-27,-31,300,21,29.890747,14
KPAM,2021-12-03T02:31:00Z,30.07,-85.57,14,13,0,0,30.129921,4
KMIB,2021-12-03T02:31:00Z,48.42,-101.35,-1,-6,150,5,29.84941,505
KMBL,2021-12-03T02:31:00Z,44.27,-86.25,3,-2,360,7,30,187
KLEW,2021-12-03T02:31:00Z,44.03,-70.28,1,1,0,0,29.40059,81
KGVQ,2021-12-03T02:31:00Z,43.03,-78.17,3,-1,310,21,29.731298,279
KBAZ,2021-12-03T02:31:00Z,29.72,-98.05,16.7,16.1,0,0,30.100393,199
KACV,2021-12-03T02:31:00Z,40.98,-124.1,10,9.4,160,3,30.129921,63
EGVA,2021-12-03T02:31:00Z,51.67,-1.78,1,1,210,9,29.799213,84
CYKJ,2021-12-03T02:31:00Z,57.25,-105.62,-16,-17,100,9,29.660433,519
ZYTX,2021-12-03T02:30:00Z,41.63,123.48,-2,-10,270,6,30.147638,56
ZYTL,2021-12-03T02:30:00Z,38.97,121.55,4,-12,0,4,30.206694,33
ZWWW,2021-12-03T02:30:00Z,43.9,87.47,-10,-13,290,2,30.324802,654
ZSSS,2021-12-03T02:30:00Z,31.2,121.33,13,0,300,8,30.265747,2
ZSPD,2021-12-03T02:30:00Z,31.15,121.8,13,-3,310,10,30.236221,4
ZSHC,2021-12-03T02:30:00Z,30.22,120.43,12,0,240,8,30.295275,8
ZMUB,2021-12-03T02:30:00Z,47.83,106.75,-13,-17,0,2,30.177166,1300
ZMCK,2021-12-03T02:30:00Z,47.65,106.82,-12,-17,0,0,30.147638,1366
ZGGG,2021-12-03T02:30:00Z,23.4,113.3,19,-3,20,14,30.265747,11
ZBYN,2021-12-03T02:30:00Z,37.73,112.63,3,-12,240,4,30.324802,778
ZBTJ,2021-12-03T02:30:00Z,39.12,117.35,9,-9,250,8,30.236221,4
ZBAD,2021-12-03T02:30:00Z,39.5,116.42,9,-10,220,8,30.236221,25
ZBAA,2021-12-03T02:30:00Z,40.07,116.6,10,-10,220,8,30.206694,31
YWLM,2021-12-03T02:30:00Z,-32.8,151.83,29,20,140,11,29.911417,7
YSTW,2021-12-03T02:30:00Z,-31.08,150.85,31,17,260,3,29.970472,404
YSSY,2021-12-03T02:30:00Z,-33.95,151.17,21,18,170,25,29.970472,3
YSRI,2021-12-03T02:30:00Z,-33.6,150.77,26,19,130,18,29.911417,19
YSNF,2021-12-03T02:30:00Z,-29.03,167.93,23,20,40,17,29.940945,113
YSDU,2021-12-03T02:30:00Z,-32.22,148.57,32,14,200,7,29.940945,285
YSCB,2021-12-03T02:30:00Z,-35.3,149.18,29,15,350,9,29.970472,577
YPWR,2021-12-03T02:30:00Z,-31.15,136.82,27,5,140,16,30.029528,169
YPTN,2021-12-03T02:30:00Z,-14.52,132.38,38,17,50,6,29.763779,135
YPPD,2021-12-03T02:30:00Z,-20.37,118.62,43,0,240,7,29.734253,6
YPLM,2021-12-03T02:30:00Z,-22.23,114.08,30,16,200,12,29.852362,5
YPKU,2021-12-03T02:30:00Z,-15.77,128.7,38,19,190,4,29.763779,42
YPKG,2021-12-03T02:30:00Z,-30.78,121.45,25,8,100,18,30.088583,372
YPJT,2021-12-03T02:30:00Z,-32.1,115.88,25,10,140,14,30.088583,29
YPGV,2021-12-03T02:30:00Z,-12.27,136.82,34,23,50,8,29.793306,53
YPEA,2021-12-03T02:30:00Z,-31.67,116.02,26,8,140,16,30.059055,38
YPDN,2021-12-03T02:30:00Z,-12.42,130.9,34,26,270,5,29.763779,32
YPCC,2021-12-03T02:30:00Z,-12.18,96.83,28,23,140,19,29.911417,3
YPAD,2021-12-03T02:30:00Z,-34.95,138.52,20,12,240,18,30.147638,2
YMML,2021-12-03T02:30:00Z,-37.67,144.82,19,10,180,13,30.088583,115
YMLT,2021-12-03T02:30:00Z,-41.53,147.2,21,6,330,8,29.940945,167
YMHB,2021-12-03T02:30:00Z,-42.83,147.52,17,7,150,11,29.970472,2
YMAV,2021-12-03T02:30:00Z,-38.03,144.48,20,12,190,11,30.088583,11
YLHI,2021-12-03T02:30:00Z,-31.53,159.07,25,19,90,12,29.911417,2
YHID,2021-12-03T02:30:00Z,-10.58,142.3,31,25,90,11,29.793306,5
YGLA,2021-12-03T02:30:00Z,-23.87,151.22,29,21,30,11,29.88189,17
YGEL,2021-12-03T02:30:00Z,-28.8,114.7,29,9,150,15,29.911417,32
YCIN,2021-12-03T02:30:00Z,-17.58,123.83,36,21,130,4,29.763779,83
YCFS,2021-12-03T02:30:00Z,-30.32,153.12,24,20,120,8,29.970472,2
YBWW,2021-12-03T02:30:00Z,-27.55,151.8,29,18,210,8,29.940945,460
YBRM,2021-12-03T02:30:00Z,-17.93,122.23,33,24,310,7,29.763779,11
YBRK,2021-12-03T02:30:00Z,-23.37,150.47,31,22,110,5,29.88189,10
YBMA,2021-12-03T02:30:00Z,-20.67,139.48,38,6,170,7,29.88189,346
YBLN,2021-12-03T02:30:00Z,-33.68,115.4,22,7,140,13,30.177166,17
YBHM,2021-12-03T02:30:00Z,-20.35,148.95,30,23,130,15,29.852362,4
YBCS,2021-12-03T02:30:00Z,-16.87,145.75,34,23,60,12,29.822834,2
YBCG,2021-12-03T02:30:00Z,-28.17,153.5,29,21,140,13,29.911417,5
YBAS,2021-12-03T02:30:00Z,-23.8,133.9,37,3,70,18,29.970472,549
YAMB,2021-12-03T02:30:00Z,-27.63,152.72,31,20,110,6,29.88189,26
WSSS,2021-12-03T02:30:00Z,1.37,103.97,28,24,350,5,29.911417,17
WIII,2021-12-03T02:30:00Z,-6.13,106.67,30,23,280,6,29.88189,9
WAMM,2021-12-03T02:30:00Z,1.55,124.92,31,24,280,6,29.822834,86
WAJJ,2021-12-03T02:30:00Z,-2.58,140.52,34,24,130,7,29.734253,93
WADL,2021-12-03T02:30:00Z,-8.75,116.28,30,26,290,8,29.852362,97
VYYY,2021-12-03T02:30:00Z,16.9,96.13,27,24,120,5,30,31
VVTS,2021-12-03T02:30:00Z,10.82,106.67,27,18,10,4,29.970472,10
VVPQ,2021-12-03T02:30:00Z,10.23,103.97,27,15,50,11,29.970472,8
VVPB,2021-12-03T02:30:00Z,16.38,107.7,20,17,270,6,30.177166,15
VVNB,2021-12-03T02:30:00Z,21.22,105.8,17,12,280,3,30.295275,6
VVDN,2021-12-03T02:30:00Z,16.03,108.2,20,18,330,5,30.177166,7
VVCT,2021-12-03T02:30:00Z,10.08,105.72,25,20,350,6,29.970472,6
VVCR,2021-12-03T02:30:00Z,12,109.22,27,17,30,13,30.059055,12
VVCI,2021-12-03T02:30:00Z,20.82,106.73,21,8,0,0,30.236221,6
VTSS,2021-12-03T02:30:00Z,6.92,100.38,26,23,50,4,29.940945,28
VTSP,2021-12-03T02:30:00Z,8.12,98.32,28,23,70,7,29.911417,12
VTCC,2021-12-03T02:30:00Z,18.77,98.97,22,16,30,3,30.147638,308
VTBU,2021-12-03T02:30:00Z,12.68,101,25,16,10,10,30.029528,12
VTBS,2021-12-03T02:30:00Z,13.68,100.75,25,16,60,9,30.059055,1
VTBD,2021-12-03T02:30:00Z,13.92,100.6,26,17,0,2,30.059055,6
VQPR,2021-12-03T02:30:00Z,27.4,89.43,7,4,0,1,30.324802,2227
VOVZ,2021-12-03T02:30:00Z,17.72,83.22,25,19,30,4,29.940945,4
VOTV,2021-12-03T02:30:00Z,8.48,76.92,29,24,80,2,29.88189,9
VOTR,2021-12-03T02:30:00Z,10.77,78.72,25,22,0,2,29.88189,90
VOTP,2021-12-03T02:30:00Z,13.63,79.55,25,24,0,3,29.911417,103
VOTK,2021-12-03T02:30:00Z,8.72,78.02,27,24,0,2,29.88189,25
VORY,2021-12-03T02:30:00Z,17.1,81.82,26,23,10,4,29.911417,47
VOMY,2021-12-03T02:30:00Z,12.23,76.65,23,22,0,0,29.970472,727
VOMM,2021-12-03T02:30:00Z,13,80.17,26,25,340,5,29.852362,7
VOML,2021-12-03T02:30:00Z,12.97,74.88,25,23,0,0,29.88189,100
VOMD,2021-12-03T02:30:00Z,9.83,78.08,26,24,40,3,29.911417,135
VOKN,2021-12-03T02:30:00Z,11.92,75.55,24,23,0,3,29.88189,105
VOJV,2021-12-03T02:30:00Z,15.17,76.63,23,21,0,0,29.970472,508
VOHY,2021-12-03T02:30:00Z,17.45,78.47,19,17,130,3,30.029528,540
VOHS,2021-12-03T02:30:00Z,17.23,78.43,20,18,90,7,30,607
VOHB,2021-12-03T02:30:00Z,15.37,75.08,22,21,0,0,29.970472,661
VOCL,2021-12-03T02:30:00Z,11.13,75.95,26,24,0,0,29.88189,104
VOCI,2021-12-03T02:30:00Z,10.15,76.4,26,24,160,2,29.88189,8
VOCB,2021-12-03T02:30:00Z,11.02,77.03,24,22,0,0,29.970472,394
VOBZ,2021-12-03T02:30:00Z,16.52,80.78,23,20,20,3,29.911417,26
VOBL,2021-12-03T02:30:00Z,13.2,77.7,20,20,150,5,30.029528,908
VOBG,2021-12-03T02:30:00Z,12.95,77.65,20,20,0,0,30,884
VMMC,2021-12-03T02:30:00Z,22.15,113.58,18,5,10,18,30.206694,1
VLVT,2021-12-03T02:30:00Z,17.98,102.57,22,9,120,8,30.147638,171
VILK,2021-12-03T02:30:00Z,26.75,80.88,18,16,0,2,30.029528,121
VIJP,2021-12-03T02:30:00Z,26.82,75.8,15,10,0,2,30.059055,383
VIDP,2021-12-03T02:30:00Z,28.57,77.12,14,14,260,4,30.059055,236
VHHH,2021-12-03T02:30:00Z,22.32,113.92,19,-6,350,10,30.206694,9
VGHS,2021-12-03T02:30:00Z,23.85,90.4,21,17,0,0,30,11
VERP,2021-12-03T02:30:00Z,21.18,81.73,17,14,70,5,30.029528,318
VERC,2021-12-03T02:30:00Z,23.32,85.32,15,13,0,0,30.088583,646
VEPT,2021-12-03T02:30:00Z,25.6,85.08,16,14,0,0,30,53
VEMN,2021-12-03T02:30:00Z,27.47,95.02,19,15,110,4,30.059055,111
VELR,2021-12-03T02:30:00Z,27.3,94.1,18,15,0,0,30.059055,101
VEIM,2021-12-03T02:30:00Z,24.77,93.9,15,11,80,3,30.147638,777
VEGT,2021-12-03T02:30:00Z,26.1,91.58,21,18,0,0,30.029528,50
VECC,2021-12-03T02:30:00Z,22.65,88.43,22,20,20,3,29.970472,11
VEBS,2021-12-03T02:30:00Z,20.25,85.82,21,17,10,4,29.970472,42
VEAT,2021-12-03T02:30:00Z,23.88,91.25,21,18,0,0,30.029528,20
VDSV,2021-12-03T02:30:00Z,10.58,103.63,,,,,,1
VDSR,2021-12-03T02:30:00Z,13.42,103.8,24,17,0,3,30.029528,16
VDPP,2021-12-03T02:30:00Z,11.55,104.83,25,18,50,13,30,10
VAUD,2021-12-03T02:30:00Z,24.62,73.9,13,10,0,0,30.059055,506
VASU,2021-12-03T02:30:00Z,21.12,72.73,19,17,0,0,29.911417,6
VAPR,2021-12-03T02:30:00Z,21.63,69.67,16,13,0,0,29.940945,8
VAOZ,2021-12-03T02:30:00Z,20.12,73.92,17,17,110,5,30.029528,598
VANP,2021-12-03T02:30:00Z,21.08,79.05,20,12,60,3,30.029528,309
VAJJ,2021-12-03T02:30:00Z,19.08,72.83,24,23,0,0,29.852362,1
VAJB,2021-12-03T02:30:00Z,23.18,80.05,17,14,360,6,30.059055,489
VABV,2021-12-03T02:30:00Z,21.75,72.2,19,16,40,7,29.940945,8
VABP,2021-12-03T02:30:00Z,23.28,77.33,16,9,40,2,30.059055,520
VABO,2021-12-03T02:30:00Z,22.33,73.22,17,16,40,6,29.940945,36
VABB,2021-12-03T02:30:00Z,19.1,72.87,24,22,0,0,29.852362,14
UWWW,2021-12-03T02:30:00Z,53.5,50.17,-3,-6,220,14,29.763779,124
UWUU,2021-12-03T02:30:00Z,54.57,55.87,-1,-5,220,14,29.763779,137
UWSG,2021-12-03T02:30:00Z,51.72,46.17,0,-1,180,12,29.822834,31
UWPS,2021-12-03T02:30:00Z,54.12,45.2,-2,-3,200,16,29.616142,206
UWOO,2021-12-03T02:30:00Z,51.8,55.47,0,-3,220,10,29.970472,90
UWLL,2021-12-03T02:30:00Z,54.27,48.23,-2,-6,200,16,29.704725,119
UWKS,2021-12-03T02:30:00Z,56.08,47.35,-4,-6,210,10,29.557087,165
UWKE,2021-12-03T02:30:00Z,55.57,52.08,-4,-7,260,16,29.675198,193
UWKD,2021-12-03T02:30:00Z,55.62,49.28,-3,-7,220,10,29.64567,114
UWGG,2021-12-03T02:30:00Z,56.23,43.78,-2,-3,200,12,29.498032,73
UUYY,2021-12-03T02:30:00Z,61.65,50.83,-8,-10,210,6,29.291338,107
UUWW,2021-12-03T02:30:00Z,55.6,37.27,1,0,200,10,29.409449,195
UUOO,2021-12-03T02:30:00Z,51.82,39.23,4,3,210,8,29.64567,154
UUOL,2021-12-03T02:30:00Z,52.7,39.53,2,1,220,8,29.616142,176
UUOK,2021-12-03T02:30:00Z,51.75,36.28,2,2,220,8,29.616142,203
UUOB,2021-12-03T02:30:00Z,50.65,36.58,4,3,210,10,29.675198,218
UUMO,2021-12-03T02:30:00Z,55.52,37.5,1,0,220,8,29.438976,167
UUEE,2021-12-03T02:30:00Z,55.97,37.42,1,0,220,14,29.379921,186
UUDL,2021-12-03T02:30:00Z,57.57,40.17,-3,-4,150,2,29.379921,88
UUDD,2021-12-03T02:30:00Z,55.4,37.9,2,-1,220,12,29.438976,165
UUBW,2021-12-03T02:30:00Z,55.55,38.15,2,0,220,8,29.438976,111
UUBP,2021-12-03T02:30:00Z,53.22,34.18,-1,-1,180,8,29.52756,197
UUBC,2021-12-03T02:30:00Z,54.55,36.37,2,1,220,8,29.468504,198
UTDT,2021-12-03T02:30:00Z,37.87,68.87,5,2,0,2,29.970472,443
UTDL,2021-12-03T02:30:00Z,40.22,69.7,6,0,50,8,30.059055,436
UTDK,2021-12-03T02:30:00Z,37.98,69.8,9,-4,30,4,30,675
UTDD,2021-12-03T02:30:00Z,38.53,68.82,13,-7,40,8,30,785
USTR,2021-12-03T02:30:00Z,57.18,65.32,-3,-7,230,12,29.557087,93
USSS,2021-12-03T02:30:00Z,56.75,60.78,-3,-8,260,16,29.586615,222
USRR,2021-12-03T02:30:00Z,61.33,73.42,-6,-8,260,16,29.202755,52
USPP,2021-12-03T02:30:00Z,57.92,56.02,-4,-6,230,12,29.52756,120
USNN,2021-12-03T02:30:00Z,60.95,76.48,0,0,240,10,29.17323,52
USHH,2021-12-03T02:30:00Z,61.03,69.08,-9,-11,250,6,29.320866,46
USDA,2021-12-03T02:30:00Z,71.23,72.05,-26,-28,50,4,29.498032,5
USCM,2021-12-03T02:30:00Z,53.4,58.75,-2,-7,240,19,29.763779,425
USCC,2021-12-03T02:30:00Z,55.3,61.5,-2,-6,210,10,29.675198,227
URWW,2021-12-03T02:30:00Z,48.78,44.33,2,1,210,14,29.970472,131
URWI,2021-12-03T02:30:00Z,46.37,44.33,2,-3,210,12,30.11811,145
URWA,2021-12-03T02:30:00Z,46.28,47.98,-3,-3,190,4,30.177166,-19
URSS,2021-12-03T02:30:00Z,43.45,39.92,5,1,70,12,30.088583,4
URRP,2021-12-03T02:30:00Z,47.5,39.92,3,2,200,10,29.970472,73
URMT,2021-12-03T02:30:00Z,45.12,42.12,1,-4,150,10,30.059055,448
URMO,2021-12-03T02:30:00Z,43.2,44.6,-6,-7,100,6,30.088583,505
URMM,2021-12-03T02:30:00Z,44.22,43.07,2,-4,100,12,30.088583,318
URML,2021-12-03T02:30:00Z,42.82,47.65,5,2,160,12,30.177166,4
URMG,2021-12-03T02:30:00Z,43.38,45.7,-4,-5,360,2,30.147638,160
URKK,2021-12-03T02:30:00Z,45.03,39.15,5,1,120,6,30.029528,29
URKA,2021-12-03T02:30:00Z,45,37.35,10,6,190,17,29.970472,41
URFF,2021-12-03T02:30:00Z,45.03,33.98,10,3,180,14,29.852362,190
UOOO,2021-12-03T02:30:00Z,69.32,87.33,-29,-32,30,19,29.055119,177
