longitude,latitude,temperature,pressure,elevation,u,v,lon2,lat2
-106.410,21.538,25.267,29.929,48.922,-0.149,0.847,-106.420,21.595
-103.846,21.538,20.654,30.124,1170.900,0.805,1.394,-103.793,21.631
-101.282,21.538,17.286,30.322,1822.091,0.557,2.853,-101.245,21.729
-98.718,21.538,20.282,30.218,744.877,3.600,1.236,-98.478,21.621
-96.154,21.538,,30.270,122.272,8.223,0.048,-95.606,21.542
-93.590,21.538,,30.198,76.253,9.988,0.542,-92.924,21.575
-91.026,21.538,,30.125,30.233,11.753,1.036,-90.242,21.608
-88.462,21.538,23.962,30.102,14.852,8.046,1.625,-87.925,21.647
-85.897,21.538,23.425,30.089,23.797,3.291,2.136,-85.678,21.681
-83.333,21.538,24.467,30.071,11.858,5.079,3.971,-82.995,21.803
-80.769,21.538,24.558,30.062,23.952,5.313,4.910,-80.415,21.866
-78.205,21.538,21.674,30.093,114.019,0.535,4.529,-78.169,21.840
-75.641,21.538,22.940,30.058,92.804,2.887,1.753,-75.449,21.655
-108.974,23.077,24.000,29.973,121.175,-1.876,2.461,-109.099,23.241
-106.410,23.077,24.066,29.905,16.378,-0.033,0.187,-106.412,23.089
-103.846,23.077,16.676,30.255,1714.554,-0.202,3.305,-103.860,23.297
-101.282,23.077,16.035,30.319,1821.488,0.402,2.385,-101.255,23.236
-98.718,23.077,21.891,30.123,303.992,0.794,-0.459,-98.665,23.046
-96.154,23.077,,30.232,110.622,10.531,-1.997,-95.452,22.944
-93.590,23.077,,30.159,64.603,12.296,-1.503,-92.770,22.977
-91.026,23.077,,30.114,23.071,10.016,1.120,-90.358,23.152
-88.462,23.077,24.274,30.119,24.781,6.398,-0.136,-88.035,23.068
-85.897,23.077,22.216,30.103,32.004,1.421,1.425,-85.803,23.172
-83.333,23.077,19.051,30.093,53.766,0.286,1.078,-83.314,23.149
-80.769,23.077,19.859,30.119,68.044,1.774,1.847,-80.651,23.200
-78.205,23.077,23.664,30.093,6.431,2.888,7.134,-78.013,23.553
-75.641,23.077,22.912,30.072,63.009,2.925,2.338,-75.446,23.233
-111.538,24.615,22.224,30.010,197.311,-1.312,4.006,-111.626,24.882
-108.974,24.615,23.959,29.954,47.007,-5.543,5.681,-109.344,24.994
-106.410,24.615,21.838,30.042,625.243,-0.697,1.507,-106.457,24.716
-103.846,24.615,15.997,30.281,1579.822,-0.582,4.495,-103.885,24.915
-101.282,24.615,17.434,30.305,1629.879,0.402,6.114,-101.255,25.023
-98.718,24.615,,30.098,168.922,2.102,-1.213,-98.578,24.534
-96.154,24.615,,30.113,45.725,9.257,-3.389,-95.537,24.389
-93.590,24.615,,30.121,52.953,14.604,-3.548,-92.616,24.379
-91.026,24.615,23.163,30.130,25.275,5.345,2.811,-90.669,24.803
-88.462,24.615,24.136,30.134,32.803,4.330,-1.351,-88.173,24.525
-85.897,24.615,21.007,30.117,40.212,-0.449,0.713,-85.927,24.663
-83.333,24.615,18.077,30.112,46.596,-0.478,1.310,-83.365,24.703
-80.769,24.615,20.803,30.116,12.717,-0.012,4.439,-80.770,24.911
-78.205,24.615,22.415,30.103,4.611,3.155,6.010,-77.995,25.016
-75.641,24.615,22.884,30.085,33.214,2.963,2.923,-75.443,24.810
-73.077,24.615,22.710,30.056,61.512,2.225,-1.258,-72.929,24.532
-111.538,26.154,22.708,29.962,8.387,-0.144,0.101,-111.548,26.161
-108.974,26.154,22.556,29.966,108.466,-7.226,8.527,-109.456,26.722
-106.410,26.154,23.395,30.042,614.251,-0.917,-0.543,-106.471,26.118
-103.846,26.154,19.338,30.217,1161.908,0.183,3.420,-103.834,26.382
-101.282,26.154,18.719,30.246,1166.607,1.605,6.013,-101.175,26.555
-98.718,26.154,22.585,30.098,111.328,5.224,-3.062,-98.370,25.950
-96.154,26.154,,30.110,34.025,9.963,-4.099,-95.490,25.881
-93.590,26.154,,30.130,48.445,9.934,-1.980,-92.928,26.022
-91.026,26.154,23.535,30.147,33.790,2.108,3.833,-90.885,26.409
-88.462,26.154,22.939,30.145,36.335,1.272,-1.278,-88.377,26.069
-85.897,26.154,19.798,30.131,48.419,-2.319,0.001,-86.052,26.154
-83.333,26.154,17.321,30.135,25.121,-0.214,2.419,-83.348,26.315
-80.769,26.154,18.126,30.130,5.299,0.062,0.074,-80.765,26.159
-78.205,26.154,21.653,30.113,3.112,0.012,5.042,-78.204,26.490
-75.641,26.154,22.811,30.096,4.850,2.891,3.421,-75.448,26.382
-73.077,26.154,22.682,30.070,31.717,2.263,-0.673,-72.926,26.109
-114.103,27.692,18.661,30.030,117.107,-2.268,3.144,-114.254,27.902
-111.538,27.692,23.402,29.946,10.397,0.000,0.000,-111.538,27.692
-108.974,27.692,21.000,29.999,344.459,-0.720,1.476,-109.022,27.791
-106.410,27.692,22.230,30.123,1002.603,-2.625,-2.518,-106.585,27.524
-103.846,27.692,19.072,30.173,999.890,1.040,3.765,-103.777,27.943
-101.282,27.692,20.193,30.132,602.545,5.398,2.050,-100.922,27.829
-98.718,27.692,20.271,30.114,164.786,1.627,-1.466,-98.609,27.595
-96.154,27.692,21.748,30.126,14.866,5.088,-3.513,-95.815,27.458
-91.026,27.692,23.018,,47.152,2.424,0.092,-90.864,27.698
-88.462,27.692,21.741,30.157,39.866,-1.785,-1.204,-88.581,27.612
-85.897,27.692,19.036,30.154,27.296,-2.080,1.089,-86.036,27.765
-83.333,27.692,16.428,30.133,8.388,-0.381,-0.067,-83.359,27.688
-80.769,27.692,11.883,30.153,8.829,0.000,0.000,-80.769,27.692
-78.205,27.692,20.567,30.092,2.433,-2.658,3.579,-78.382,27.931
-75.641,27.692,21.859,30.067,4.706,0.647,2.207,-75.598,27.839
-73.077,27.692,22.569,30.079,4.643,2.092,-0.253,-72.937,27.675
-70.513,27.692,22.480,30.054,30.220,1.563,-4.269,-70.409,27.408
-114.103,29.231,18.171,30.031,74.545,-2.889,0.000,-114.295,29.231
-111.538,29.231,21.898,29.992,120.801,-1.852,0.000,-111.662,29.231
-108.974,29.231,20.413,30.097,693.372,-2.808,-1.875,-109.162,29.106
-106.410,29.231,20.045,30.190,1300.559,-2.741,-4.003,-106.593,28.964
-103.846,29.231,19.254,30.137,883.310,1.740,2.547,-103.730,29.401
-101.282,29.231,22.978,30.077,418.237,6.979,-0.766,-100.817,29.180
-98.718,29.231,19.114,30.124,198.702,0.788,-0.939,-98.665,29.168
-96.154,29.231,17.954,30.130,28.097,2.548,-4.340,-95.984,28.941
-91.026,29.231,17.434,30.172,10.717,0.388,-1.337,-91.000,29.142
-88.462,29.231,19.913,30.178,31.436,-7.340,-1.558,-88.951,29.127
-85.897,29.231,16.425,30.139,15.391,-1.170,-0.206,-85.975,29.217
-83.333,29.231,11.838,30.149,13.102,0.000,0.000,-83.333,29.231
-80.769,29.231,11.639,30.124,3.024,-0.412,-0.345,-80.797,29.208
-78.205,29.231,19.081,30.072,2.576,-3.610,1.975,-78.446,29.362
-75.641,29.231,20.907,30.037,4.562,-1.597,0.992,-75.748,29.297
-73.077,29.231,21.617,30.049,4.499,-0.152,-1.467,-73.087,29.133
-70.513,29.231,22.327,30.062,4.437,1.293,-3.927,-70.427,28.969
-67.949,29.231,22.279,30.039,28.723,0.863,-7.864,-67.891,28.706
-116.667,30.769,15.887,30.045,105.454,-3.711,1.366,-116.914,30.860
-114.103,30.769,22.312,29.973,16.364,0.000,0.000,-114.103,30.769
-111.538,30.769,19.541,30.034,418.153,-1.226,-1.000,-111.620,30.703
-108.974,30.769,17.460,30.112,855.150,-1.403,-3.436,-109.068,30.540
-106.410,30.769,17.417,30.174,1254.806,-1.016,-1.822,-106.478,30.648
-103.846,30.769,16.165,30.172,1210.649,1.371,-3.875,-103.755,30.511
-101.282,30.769,19.783,30.128,735.227,-1.736,-6.361,-101.398,30.345
-98.718,30.769,16.218,,355.552,0.000,-0.256,-98.718,30.752
-96.154,30.769,18.900,30.118,105.507,0.000,0.000,-96.154,30.769
-93.590,30.769,15.200,30.138,52.948,0.000,0.000,-93.590,30.769
-91.026,30.769,14.281,30.145,48.895,0.000,0.000,-91.026,30.769
-88.462,30.769,14.099,30.148,56.957,0.000,0.000,-88.462,30.769
-85.897,30.769,13.573,30.145,57.904,0.000,0.000,-85.897,30.769
-83.333,30.769,10.654,30.131,58.915,0.000,0.000,-83.333,30.769
-80.769,30.769,13.906,30.108,3.088,-2.527,-2.890,-80.938,30.577
-78.205,30.769,17.476,30.049,3.830,-4.696,-0.047,-78.518,30.766
-75.641,30.769,19.955,30.007,4.418,-3.841,-0.222,-75.897,30.754
-73.077,30.769,20.665,30.019,4.355,-2.397,-2.681,-73.237,30.590
-70.513,30.769,21.375,30.032,4.293,-0.952,-5.141,-70.576,30.426
-67.949,30.769,22.085,30.045,4.230,0.493,-7.601,-67.916,30.262
-119.231,32.308,14.557,30.042,159.572,-3.434,5.790,-119.460,32.694
-116.667,32.308,13.902,30.096,136.978,-5.422,0.000,-117.028,32.308
-114.103,32.308,21.060,29.993,100.906,-0.923,-2.811,-114.164,32.120
-111.538,32.308,20.017,30.038,629.281,-3.362,0.094,-111.763,32.314
-108.974,32.308,10.771,30.194,1515.037,-1.860,2.640,-109.098,32.484
-106.410,32.308,13.430,30.159,1251.767,0.421,-1.302,-106.382,32.221
-103.846,32.308,15.880,30.085,994.999,-6.435,-3.996,-104.275,32.041
-101.282,32.308,17.673,30.069,766.662,3.204,-6.200,-101.068,31.894
-98.718,32.308,17.003,30.055,442.509,1.271,-4.628,-98.633,31.999
-96.154,32.308,16.416,30.074,138.997,0.930,-3.392,-96.092,32.082
-93.590,32.308,16.029,30.132,89.187,1.215,-1.607,-93.509,32.201
-91.026,32.308,14.684,30.120,27.837,0.070,-0.122,-91.021,32.300
-85.897,32.308,11.563,30.116,148.760,-0.343,0.000,-85.920,32.308
-83.333,32.308,13.385,30.104,107.429,-3.313,-1.206,-83.554,32.227
-80.769,32.308,13.916,,7.211,-3.124,-3.074,-80.978,32.103
-78.205,32.308,15.871,30.026,5.084,-5.781,-2.070,-78.591,32.170
-75.641,32.308,19.003,29.977,4.274,-6.086,-1.436,-76.047,32.212
-73.077,32.308,19.713,29.990,4.211,-4.641,-3.896,-73.386,32.048
-70.513,32.308,20.423,30.002,4.149,-3.196,-6.355,-70.726,31.884
-67.949,32.308,21.133,30.015,4.086,-1.751,-8.815,-68.065,31.720
-65.385,32.308,21.843,30.027,4.023,-0.306,-11.275,-65.405,31.556
-119.231,33.846,11.239,30.095,52.367,-3.945,1.436,-119.494,33.942
-116.667,33.846,18.873,30.062,415.946,-2.577,-1.488,-116.838,33.747
-114.103,33.846,19.786,30.001,201.029,1.648,2.163,-113.993,33.990
-111.538,33.846,17.257,30.101,972.144,1.241,0.717,-111.456,33.894
-108.974,33.846,6.513,30.277,2017.298,-4.142,-4.741,-109.251,33.530
-106.410,33.846,10.924,30.203,1679.019,-4.317,-7.915,-106.698,33.318
-103.846,33.846,13.035,30.077,1210.341,-6.708,-1.324,-104.293,33.758
-101.282,33.846,15.823,30.040,853.915,-1.093,-5.084,-101.355,33.507
-98.718,33.846,16.635,30.013,332.389,1.392,-3.938,-98.625,33.584
-96.154,33.846,15.362,30.055,195.685,1.127,-5.198,-96.079,33.500
-93.590,33.846,15.024,30.074,109.315,0.000,-2.452,-93.590,33.683
-88.462,33.846,9.210,30.117,70.246,-0.028,-0.076,-88.463,33.841
-85.897,33.846,8.802,30.106,195.969,0.000,0.000,-85.897,33.846
-83.333,33.846,14.639,30.072,242.309,-2.482,0.034,-83.499,33.848
-80.769,33.846,12.801,30.007,72.383,-3.128,-2.233,-80.978,33.697
-78.205,33.846,14.451,30.004,5.776,-6.415,-3.697,-78.633,33.600
-75.641,33.846,18.051,29.947,4.130,-8.330,-2.650,-76.196,33.669
-73.077,33.846,18.761,29.960,4.067,-6.885,-5.110,-73.536,33.506
-70.513,33.846,19.471,29.972,4.005,-5.440,-7.569,-70.875,33.342
-67.949,33.846,19.997,29.961,4.666,-3.467,-9.834,-68.180,33.191
-65.385,33.846,20.501,29.952,6.111,-1.415,-11.942,-65.479,33.050
-121.795,35.385,10.604,30.083,142.477,-4.966,3.588,-122.126,35.624
-119.231,35.385,14.514,30.051,142.808,0.921,1.211,-119.169,35.465
-116.667,35.385,14.781,30.089,730.283,0.225,2.732,-116.652,35.567
-114.103,35.385,11.299,30.122,972.229,1.534,-1.242,-114.000,35.302
-111.538,35.385,5.243,30.256,1945.117,-0.294,0.107,-111.558,35.392
-108.974,35.385,3.491,30.246,1956.730,1.170,0.838,-108.896,35.440
-106.410,35.385,7.942,30.198,1836.161,-1.704,-2.510,-106.524,35.217
-103.846,35.385,10.464,30.032,1391.834,-4.691,-3.422,-104.159,35.157
-101.282,35.385,10.703,30.024,1019.360,-0.500,-7.725,-101.315,34.870
-98.718,35.385,13.646,29.999,478.034,-1.665,-6.760,-98.829,34.934
-96.154,35.385,16.251,30.013,247.725,0.226,-1.870,-96.139,35.260
-93.590,35.385,10.569,30.043,161.544,0.000,0.000,-93.590,35.385
-88.462,35.385,11.690,30.064,138.351,0.282,-3.096,-88.443,35.178
-85.897,35.385,10.828,30.070,292.825,-1.080,-1.287,-85.969,35.299
-83.333,35.385,10.351,30.088,677.612,-0.947,0.816,-83.396,35.439
-80.769,35.385,16.615,29.976,210.403,-5.981,-3.453,-81.168,35.154
-78.205,35.385,14.712,29.926,38.161,-2.158,-3.227,-78.349,35.169
-75.641,35.385,16.695,29.911,3.744,-10.275,-3.805,-76.326,35.131
-73.077,35.385,17.566,29.898,4.877,-8.433,-6.066,-73.639,34.980
-70.513,35.385,18.078,29.884,5.595,-6.418,-8.316,-70.941,34.830
-67.949,35.385,18.590,29.871,6.313,-4.404,-10.565,-68.242,34.680
-65.385,35.385,19.054,29.888,11.308,-2.171,-11.985,-65.529,34.586
-62.821,35.385,18.812,,4.000,1.041,-13.441,-62.751,34.489
-124.359,36.923,11.006,30.029,132.587,-3.285,9.744,-124.578,37.573
-121.795,36.923,12.304,30.087,45.870,-1.792,1.818,-121.914,37.044
-119.231,36.923,11.469,30.142,922.450,-2.333,0.973,-119.386,36.988
-116.667,36.923,9.587,30.134,1150.177,0.226,2.565,-116.652,37.094
-114.103,36.923,12.223,30.118,903.334,1.027,-1.258,-114.034,36.839
-111.538,36.923,8.484,30.176,1326.440,0.370,0.135,-111.514,36.932
-108.974,36.923,2.201,30.254,1864.656,3.453,2.763,-108.744,37.107
-106.410,36.923,2.690,30.279,2363.940,-0.735,-0.268,-106.459,36.905
-103.846,36.923,9.754,30.059,1657.557,-8.320,0.636,-104.401,36.965
-101.282,36.923,8.220,29.986,925.845,-2.625,-4.208,-101.457,36.643
-98.718,36.923,12.244,29.960,484.148,0.000,-7.644,-98.718,36.414
-96.154,36.923,9.191,29.987,240.861,0.239,-1.026,-96.138,36.855
-93.590,36.923,16.081,30.018,392.386,-2.550,-6.337,-93.760,36.501
-91.026,36.923,11.637,30.025,239.403,0.000,0.000,-91.026,36.923
-85.897,36.923,9.840,30.052,225.881,-0.037,-0.014,-85.900,36.922
-83.333,36.923,15.089,30.040,469.829,-5.938,-1.199,-83.729,36.843
-80.769,36.923,14.130,29.936,745.394,-13.017,2.340,-81.637,37.079
-78.205,36.923,14.865,29.844,156.925,-4.363,-5.195,-78.496,36.577
-75.641,36.923,15.783,29.799,6.822,-7.120,-5.903,-76.116,36.530
-73.077,36.923,16.159,29.808,6.525,-9.370,-6.797,-73.702,36.470
-70.513,36.923,16.670,29.794,7.243,-7.355,-9.047,-71.003,36.320
-67.949,36.923,17.182,29.781,7.960,-5.341,-11.296,-68.305,36.170
-65.385,36.923,17.606,29.823,16.505,-2.926,-12.029,-65.580,36.121
-62.821,36.923,17.659,,4.000,1.506,-15.780,-62.720,35.871
-124.359,38.462,9.775,30.080,61.201,1.596,3.488,-124.253,38.694
-121.795,38.462,12.309,30.059,15.966,0.000,0.000,-121.795,38.462
-119.231,38.462,4.966,30.241,1896.255,0.952,1.106,-119.167,38.535
-116.667,38.462,3.323,30.207,1702.729,-0.398,1.701,-116.693,38.575
-114.103,38.462,4.503,30.200,1690.586,1.216,-4.675,-114.022,38.150
-111.538,38.462,0.740,30.239,1814.718,-0.738,-1.278,-111.588,38.376
-108.974,38.462,3.984,30.231,1599.707,3.081,2.566,-108.769,38.633
-106.410,38.462,1.901,30.465,3335.239,-10.749,-3.056,-107.127,38.258
-103.846,38.462,7.295,30.040,1544.886,2.467,0.766,-103.682,38.513
-101.282,38.462,9.047,29.971,970.689,-2.514,-3.896,-101.450,38.202
-98.718,38.462,11.674,29.929,559.334,-1.724,-7.373,-98.833,37.970
-96.154,38.462,11.545,29.938,356.169,-0.838,-6.788,-96.210,38.009
-93.590,38.462,10.047,29.961,255.845,1.610,-1.224,-93.482,38.380
-91.026,38.462,10.271,30.004,178.340,0.506,0.000,-90.992,38.462
-88.462,38.462,8.008,30.044,134.978,-0.681,-0.571,-88.507,38.423
-85.897,38.462,8.438,30.032,162.613,0.000,0.000,-85.897,38.462
-83.333,38.462,13.352,30.006,266.874,-3.636,2.120,-83.576,38.603
-80.769,38.462,13.691,29.918,567.756,-9.374,3.412,-81.394,38.689
-78.205,38.462,13.903,29.765,184.539,-5.939,-1.513,-78.601,38.361
-75.641,38.462,17.117,29.732,11.368,-7.609,-5.851,-76.148,38.071
-73.077,38.462,13.955,29.705,6.620,-6.945,-8.155,-73.540,37.918
-70.513,38.462,15.263,29.705,8.890,-8.292,-9.777,-71.066,37.810
-67.949,38.462,15.756,29.703,11.238,-6.194,-11.711,-68.362,37.681
-65.385,38.462,16.157,,20.615,-3.704,-12.225,-65.632,37.647
-62.821,38.462,16.210,,4.000,0.676,-16.595,-62.775,37.355
-60.256,38.462,15.226,,4.000,2.151,-13.787,-60.113,37.542
-126.923,40.000,7.098,30.069,113.717,-4.611,7.532,-127.230,40.502
-124.359,40.000,9.618,30.118,69.918,-0.517,-1.114,-124.393,39.926
-121.795,40.000,11.792,30.108,411.062,0.000,2.471,-121.795,40.165
-119.231,40.000,,30.200,1299.513,-2.369,0.545,-119.389,40.036
-116.667,40.000,-0.222,30.224,1664.235,-0.008,0.045,-116.667,40.003
-114.103,40.000,2.699,30.213,1541.240,1.322,-2.211,-114.014,39.853
-111.538,40.000,2.922,30.210,1462.833,-0.789,-1.761,-111.591,39.883
-108.974,40.000,0.188,30.197,1579.305,-0.511,0.090,-109.008,40.006
-106.410,40.000,-0.604,30.291,2273.627,0.160,-0.087,-106.400,39.994
-103.846,40.000,11.978,30.027,1542.745,-4.470,-5.923,-104.144,39.605
-101.282,40.000,12.388,29.963,940.392,-6.090,-4.427,-101.688,39.705
-98.718,40.000,11.290,29.897,561.856,1.896,-5.176,-98.592,39.655
-96.154,40.000,11.425,29.915,351.085,0.858,-4.260,-96.097,39.716
-93.590,40.000,10.798,29.977,265.049,1.576,0.272,-93.485,40.018
