longitude,latitude,temperature,pressure,elevation,u,v,lon2,lat2
-103.846,58.462,-19.328,,300.417,3.449,1.254,-103.616,58.545
-101.282,58.462,-23.766,,345.952,1.676,-2.260,-101.170,58.311
-98.718,58.462,-30.697,,263.609,-1.738,-0.087,-98.834,58.456
-96.154,58.462,-26.356,,133.308,-7.810,3.977,-96.674,58.727
-93.590,58.462,-21.889,29.962,24.732,-13.704,7.613,-94.503,58.969
-91.026,58.462,-22.206,29.872,18.137,-14.559,7.913,-91.996,58.989
-88.462,58.462,-22.284,29.781,19.761,-13.860,7.367,-89.386,58.953
-85.897,58.462,-21.437,29.684,33.367,-10.337,4.788,-86.587,58.781
-83.333,58.462,-19.013,29.569,47.327,-7.953,4.829,-83.864,58.783
-80.769,58.462,-16.562,29.442,35.932,-6.272,6.272,-81.187,58.880
-78.205,58.462,-14.112,29.315,24.537,-4.591,7.715,-78.511,58.976
-75.641,58.462,-12.282,29.342,75.380,0.874,-4.640,-75.583,58.152
-73.077,58.462,-13.274,29.388,52.370,0.188,-1.738,-73.064,58.346
-70.513,58.462,-14.266,29.435,29.361,-0.498,1.165,-70.546,58.539
-67.949,58.462,,29.466,58.912,-1.351,3.498,-68.039,58.695
-65.385,58.462,,29.439,54.219,-4.411,-1.313,-65.679,58.374
-62.821,58.462,,29.411,49.525,-7.471,-6.123,-63.319,58.053
-52.564,58.462,-2.854,29.815,72.292,2.768,-1.163,-52.380,58.384
-147.436,60.000,-3.649,29.928,30.396,4.049,4.088,-147.166,60.273
-134.615,60.000,-7.645,,364.575,2.999,6.287,-134.415,60.419
-132.051,60.000,-14.959,,695.702,2.356,0.415,-131.894,60.028
-129.487,60.000,-21.032,,699.340,0.436,0.077,-129.458,60.005
-126.923,60.000,-22.364,,569.651,-0.169,0.634,-126.934,60.042
-124.359,60.000,-21.305,,388.060,0.444,1.326,-124.329,60.088
-121.795,60.000,-21.695,30.129,294.472,-6.784,4.941,-122.247,60.329
-119.231,60.000,-18.436,30.082,268.987,-6.638,5.497,-119.673,60.366
-116.667,60.000,-16.579,,233.611,-7.988,2.668,-117.199,60.178
-114.103,60.000,-15.756,,215.926,-5.919,2.400,-114.497,60.160
-111.538,60.000,-15.002,,215.935,-1.336,3.280,-111.628,60.219
-108.974,60.000,-15.461,,312.035,6.866,4.745,-108.517,60.316
-106.410,60.000,-20.018,,263.955,7.098,3.270,-105.937,60.218
-103.846,60.000,-23.529,,279.135,3.469,2.115,-103.615,60.141
-101.282,60.000,-26.967,,341.770,-2.113,0.005,-101.423,60.000
-98.718,60.000,-28.313,,243.477,-6.007,2.375,-99.118,60.158
-96.154,60.000,-24.978,,114.735,-9.637,7.270,-96.796,60.485
-93.590,60.000,-22.950,29.918,20.847,-13.679,11.266,-94.502,60.751
-91.026,60.000,-23.243,29.826,21.823,-14.964,11.688,-92.023,60.779
-88.462,60.000,-23.001,29.732,26.674,-12.591,9.820,-89.301,60.655
-85.897,60.000,-22.520,29.637,33.924,-8.972,6.969,-86.496,60.465
-83.333,60.000,-20.345,29.526,50.704,-6.330,6.441,-83.755,60.429
-80.769,60.000,-17.895,29.399,39.310,-4.649,7.884,-81.079,60.526
-78.205,60.000,-13.973,29.327,20.019,-0.078,-0.612,-78.210,59.959
-75.641,60.000,-12.096,29.343,13.041,1.986,-6.044,-75.509,59.597
-73.077,60.000,-12.179,29.377,17.789,0.806,-3.813,-73.023,59.746
-70.513,60.000,-12.262,29.411,22.536,-0.374,-1.582,-70.538,59.895
-67.949,60.000,-12.317,29.441,68.854,-1.147,0.975,-68.025,60.065
-65.385,60.000,,29.438,197.349,-1.803,1.495,-65.505,60.100
-52.564,60.000,-4.011,29.767,63.747,3.384,-0.051,-52.339,59.997
-147.436,61.538,-14.280,29.913,630.449,-2.665,5.910,-147.614,61.932
-144.872,61.538,-13.313,29.985,276.823,-0.495,2.211,-144.905,61.686
-137.179,61.538,-17.632,,603.186,-4.188,3.785,-137.459,61.791
-134.615,61.538,-14.986,,624.956,-0.540,0.911,-134.651,61.599
-132.051,61.538,-16.857,,552.407,0.431,0.966,-132.023,61.603
-129.487,61.538,-20.699,,517.850,-2.404,1.374,-129.647,61.630
-126.923,61.538,-22.301,,421.897,-0.030,0.884,-126.925,61.597
-121.795,61.538,-21.475,,176.100,-5.177,3.883,-122.140,61.797
-119.231,61.538,-20.014,,167.849,-7.853,4.158,-119.754,61.816
-116.667,61.538,-17.713,,187.657,-7.731,1.747,-117.182,61.655
-114.103,61.538,-16.090,,193.475,-2.695,3.647,-114.282,61.782
-111.538,61.538,-18.400,,285.927,-2.100,3.380,-111.678,61.764
-108.974,61.538,-19.558,,358.203,4.767,4.329,-108.657,61.827
-106.410,61.538,-22.261,,228.948,3.833,6.724,-106.155,61.987
-103.846,61.538,-25.526,,241.673,0.324,2.881,-103.825,61.731
-101.282,61.538,-30.140,,318.577,-4.116,1.155,-101.556,61.615
-98.718,61.538,-28.439,,221.756,-6.840,5.161,-99.174,61.883
-96.154,61.538,-26.078,,96.423,-8.591,10.427,-96.727,62.234
-93.590,61.538,-24.258,29.885,12.507,-10.256,15.623,-94.273,62.580
-91.026,61.538,-24.198,29.778,26.336,-14.940,15.125,-92.022,62.547
-88.462,61.538,-23.718,29.683,33.587,-11.321,12.273,-89.216,62.357
-85.897,61.538,-23.237,29.588,40.837,-7.702,9.422,-86.411,62.167
-83.333,61.538,-21.678,29.483,54.082,-4.707,8.053,-83.647,62.075
-80.769,61.538,-19.075,29.362,41.869,-2.726,8.466,-80.951,62.103
-78.205,61.538,-13.934,29.331,26.015,0.686,-2.764,-78.159,61.354
-75.641,61.538,-10.946,29.323,20.392,0.666,-5.686,-75.597,61.159
-73.077,61.538,-9.994,29.350,16.488,0.831,-6.693,-73.022,61.092
-70.513,61.538,-10.077,29.384,21.235,-0.349,-4.462,-70.536,61.241
-67.949,61.538,-10.131,29.413,70.422,-1.093,-1.882,-68.022,61.413
-65.385,61.538,-10.075,29.427,282.265,-0.245,1.973,-65.401,61.670
-52.564,61.538,-5.167,29.719,55.201,4.000,1.061,-52.297,61.609
-147.436,63.077,-20.936,30.091,663.930,0.200,5.333,-147.423,63.432
-144.872,63.077,-19.757,30.191,450.913,-4.186,2.230,-145.151,63.226
-142.308,63.077,-20.828,30.190,509.857,-5.379,3.841,-142.666,63.333
-139.744,63.077,-23.729,30.183,544.538,-3.508,1.641,-139.977,63.186
-137.179,63.077,-20.203,30.060,580.757,-3.997,-1.862,-137.446,62.953
-134.615,63.077,-18.246,,521.601,-1.374,-2.033,-134.707,62.941
-132.051,63.077,-20.164,,435.327,-1.121,0.962,-132.126,63.141
-129.487,63.077,-20.223,,335.400,-5.442,2.660,-129.850,63.254
-126.923,63.077,-23.469,,278.208,-5.201,2.368,-127.270,63.235
-116.667,63.077,-17.479,,267.527,-0.483,2.297,-116.699,63.230
-114.103,63.077,-18.664,29.993,280.463,1.975,4.013,-113.971,63.344
-111.538,63.077,-21.797,,355.918,-2.864,3.480,-111.729,63.309
-108.974,63.077,-24.168,,384.045,1.597,3.584,-108.868,63.316
-106.410,63.077,-24.471,29.908,198.164,0.549,8.751,-106.374,63.660
-103.846,63.077,-27.513,,204.141,-2.833,3.646,-104.035,63.320
-101.282,63.077,-30.577,,258.449,-7.001,2.870,-101.749,63.268
-98.718,63.077,-28.830,,172.892,-11.290,5.753,-99.471,63.460
-96.154,63.077,-26.634,,52.788,-13.905,10.372,-97.081,63.768
-93.590,63.077,-25.506,29.831,21.669,-15.460,15.479,-94.620,64.109
-91.026,63.077,-24.816,29.729,32.483,-13.850,17.235,-91.949,64.226
-88.462,63.077,-24.434,29.635,40.500,-10.051,14.726,-89.132,64.059
-85.897,63.077,-23.954,29.539,47.750,-6.432,11.875,-86.326,63.869
-83.333,63.077,-23.011,29.440,57.460,-3.084,9.665,-83.539,63.721
-80.769,63.077,-18.972,29.369,44.988,-0.935,4.484,-80.832,63.376
-78.205,63.077,-14.091,29.325,40.786,-1.685,0.662,-78.317,63.121
-75.641,63.077,-10.720,29.310,35.451,-1.852,-2.443,-75.765,62.914
-73.077,63.077,-9.410,29.334,28.566,-1.224,-4.565,-73.159,62.773
-70.513,63.077,-8.101,29.358,21.682,-0.595,-6.688,-70.552,62.631
-67.949,63.077,-7.944,29.386,71.991,-1.040,-4.740,-68.018,62.761
-65.385,63.077,-8.692,29.372,274.662,-8.533,-8.051,-65.953,62.540
-52.564,63.077,-5.699,29.673,56.541,4.683,0.196,-52.252,63.090
-147.436,64.615,-25.534,30.436,189.933,0.108,0.615,-147.429,64.656
-144.872,64.615,-25.790,30.401,320.156,-3.639,-0.829,-145.114,64.560
-142.308,64.615,-24.183,30.383,298.874,-1.362,1.740,-142.398,64.731
-139.744,64.615,-22.965,30.311,326.095,-1.100,1.185,-139.817,64.694
-137.179,64.615,-20.911,30.198,397.053,-3.612,-2.114,-137.420,64.474
-134.615,64.615,-21.715,,405.716,-2.525,-1.924,-134.784,64.487
-132.051,64.615,-23.471,,318.248,-2.672,0.957,-132.229,64.679
-129.487,64.615,-23.530,,218.321,-6.993,2.655,-129.953,64.792
-126.923,64.615,-24.637,,134.520,-10.373,3.851,-127.615,64.872
-116.667,64.615,-20.441,,195.764,-3.547,0.945,-116.903,64.678
-114.103,64.615,-22.713,,340.258,2.264,2.728,-113.952,64.797
-111.538,64.615,-25.081,,429.940,-2.647,3.650,-111.715,64.859
-108.974,64.615,-26.412,,349.038,-1.668,7.038,-109.086,65.085
-106.410,64.615,-26.662,29.922,169.820,-2.745,9.954,-106.593,65.279
-103.846,64.615,-29.500,,166.610,-5.991,4.412,-104.246,64.909
-101.282,64.615,-30.617,,192.548,-9.817,4.828,-101.937,64.937
-98.718,64.615,-28.892,,113.630,-14.021,7.633,-99.653,65.124
-96.154,64.615,-26.969,29.878,15.452,-18.079,10.940,-97.359,65.345
-93.590,64.615,-24.912,29.760,24.769,-16.832,16.738,-94.712,65.731
-91.026,64.615,-23.741,29.672,25.493,-15.834,13.471,-92.081,65.513
-88.462,64.615,-23.730,29.579,36.390,-11.362,12.250,-89.219,65.432
-85.897,64.615,-23.720,29.486,47.287,-6.889,11.029,-86.357,65.351
-83.333,64.615,-23.937,29.401,55.321,-2.725,10.408,-83.515,65.309
-80.769,64.615,-19.450,29.356,51.503,-3.203,6.948,-80.983,65.079
-78.205,64.615,-14.563,29.312,47.454,-3.955,3.143,-78.469,64.825
-75.641,64.615,,29.280,59.555,-2.414,0.098,-75.802,64.622
-73.077,64.615,,29.298,55.729,-1.123,-2.262,-73.152,64.465
-70.513,64.615,,29.317,51.902,0.167,-4.622,-70.502,64.307
-67.949,64.615,,29.358,22.787,0.768,-5.338,-67.897,64.260
-65.385,64.615,-7.876,29.375,177.230,-3.835,-8.241,-65.640,64.066
-147.436,66.154,-30.020,30.460,225.983,-1.080,-0.501,-147.508,66.120
-144.872,66.154,-34.594,30.539,168.146,-0.524,0.106,-144.907,66.161
-142.308,66.154,-27.744,30.479,194.658,-3.032,1.904,-142.510,66.281
-139.744,66.154,-25.842,30.464,193.623,-3.698,1.235,-139.990,66.236
-137.179,66.154,-23.787,30.351,264.581,-6.210,-2.064,-137.594,66.016
-134.615,66.154,-26.053,30.348,279.138,-4.048,-0.868,-134.885,66.096
-132.051,66.154,-26.777,,201.168,-4.224,0.953,-132.333,66.217
-129.487,66.154,-26.837,,101.241,-8.545,2.651,-130.057,66.331
-126.923,66.154,-26.700,30.462,125.074,-9.967,5.484,-127.588,66.519
-116.667,66.154,-22.982,,131.060,-6.602,2.024,-117.107,66.289
-114.103,66.154,-25.319,,227.532,-3.305,1.078,-114.323,66.226
-111.538,66.154,-27.936,,420.547,-4.241,3.909,-111.821,66.414
-108.974,66.154,-28.655,,314.031,-4.933,10.493,-109.303,66.853
-106.410,66.154,-28.852,29.936,141.476,-6.040,11.157,-106.813,66.898
-103.846,66.154,-31.487,,129.079,-9.149,5.177,-104.456,66.499
-101.282,66.154,-30.658,,126.648,-12.632,6.785,-102.124,66.606
-98.718,66.154,-28.954,,54.367,-16.753,9.513,-99.835,66.788
-96.154,66.154,-26.348,29.803,23.166,-17.362,13.871,-97.311,67.079
-93.590,66.154,-23.884,29.686,26.438,-17.299,18.329,-94.743,67.376
-91.026,66.154,-22.750,29.611,20.944,-17.282,10.944,-92.178,66.883
-88.462,66.154,-22.655,29.521,29.400,-13.346,8.486,-89.351,66.720
-85.897,66.154,-22.772,29.433,38.697,-9.046,7.600,-86.501,66.660
-83.333,66.154,-23.683,29.372,38.008,-5.821,8.804,-83.721,66.741
-80.769,66.154,-20.817,29.321,35.130,-5.186,6.746,-81.115,66.604
-73.077,66.154,,29.228,101.903,3.092,-1.435,-72.871,66.058
-70.513,66.154,,29.246,98.076,4.382,-3.795,-70.221,65.901
-67.949,66.154,,29.284,28.043,2.778,-1.963,-67.764,66.023
-65.385,66.154,-7.742,29.374,118.440,4.738,-5.899,-65.069,65.761
-147.436,67.692,-33.836,30.499,230.144,-3.164,-2.755,-147.647,67.509
-144.872,67.692,-36.283,30.564,173.039,-3.818,0.448,-145.126,67.722
-142.308,67.692,-27.672,30.549,123.896,-8.503,1.351,-142.875,67.782
-139.744,67.692,-26.974,30.562,107.491,-10.406,0.570,-140.437,67.730
-137.179,67.692,-26.664,30.504,132.110,-8.809,-2.015,-137.767,67.558
-134.615,67.692,-29.825,30.524,134.977,-5.678,0.113,-134.994,67.700
-132.051,67.692,-30.054,,85.919,-5.807,0.977,-132.438,67.757
-129.487,67.692,-28.587,,80.132,-11.801,4.141,-130.274,67.968
-126.923,67.692,-29.432,30.378,215.003,-6.928,7.158,-127.385,68.169
-116.667,67.692,-25.524,,66.355,-9.658,3.102,-117.311,67.899
-114.103,67.692,-27.589,,84.294,-8.453,0.828,-114.666,67.747
-111.538,67.692,-29.310,,196.074,-8.268,7.385,-112.090,68.185
-108.974,67.692,-30.898,,279.024,-8.198,13.947,-109.521,68.622
-106.410,67.692,-31.043,29.950,113.132,-9.335,12.360,-107.033,68.516
-103.846,67.692,-32.211,,73.142,-12.085,6.716,-104.652,68.140
-101.282,67.692,-30.699,,60.747,-15.448,8.743,-102.312,68.275
-98.718,67.692,-28.691,29.827,26.934,-17.846,11.893,-99.908,68.485
-96.154,67.692,-25.726,29.727,30.881,-16.644,16.802,-97.263,68.812
-93.590,67.692,-22.855,29.612,28.107,-17.767,19.920,-94.774,69.020
-91.026,67.692,-21.870,29.544,19.615,-18.023,10.048,-92.227,68.362
-88.462,67.692,-21.607,29.465,22.073,-15.367,4.792,-89.486,68.012
-85.897,67.692,-22.517,29.403,21.384,-12.142,5.996,-86.707,68.092
-83.333,67.692,-23.428,29.342,20.695,-8.916,7.201,-83.928,68.172
-80.769,67.692,-22.183,29.287,18.757,-7.169,6.544,-81.247,68.129
-70.513,67.692,,29.177,140.086,8.415,-2.704,-69.952,67.512
-67.949,67.692,,29.221,45.471,5.736,0.684,-67.566,67.738
-65.385,67.692,,29.316,10.961,3.451,1.654,-65.155,67.803
-147.436,69.231,-37.653,30.539,234.305,-5.248,-5.008,-147.786,68.897
-144.872,69.231,-36.229,30.518,281.641,-7.972,0.366,-145.403,69.255
-142.308,69.231,-29.017,30.638,41.281,-14.247,0.423,-143.257,69.259
-139.744,69.231,-27.970,30.655,24.979,-17.434,-0.150,-140.906,69.221
-132.051,69.231,-30.416,,72.075,-11.008,3.631,-132.785,69.473
-129.487,69.231,-30.569,30.436,113.008,-12.197,5.457,-130.300,69.595
-126.923,69.231,-30.061,30.375,101.846,-13.179,6.294,-127.802,69.650
-124.359,69.231,-31.142,,220.872,-11.807,3.618,-125.146,69.472
-121.795,69.231,-33.402,,470.782,-8.245,-2.554,-122.345,69.061
-116.667,69.231,-26.682,,46.201,-12.504,6.920,-117.500,69.692
-114.103,69.231,-27.369,,23.665,-10.513,1.757,-114.803,69.348
-111.538,69.231,-29.315,,63.550,-10.498,6.633,-112.238,69.673
-108.974,69.231,-31.747,,127.554,-11.246,15.388,-109.724,70.257
-106.410,69.231,-32.937,,87.233,-11.825,13.145,-107.199,70.107
-103.846,69.231,-32.110,,20.726,-13.397,7.735,-104.739,69.746
-101.282,69.231,-30.425,,24.638,-14.942,8.627,-102.278,69.806
-98.718,69.231,-29.670,,29.531,-16.613,12.550,-99.826,70.067
-96.154,69.231,-26.348,,34.623,-15.527,17.968,-97.189,70.429
-93.590,69.231,-22.097,29.535,23.507,-17.154,20.444,-94.733,70.594
-91.026,69.231,-22.000,29.393,212.506,-20.684,19.568,-92.405,70.535
-88.462,69.231,-22.185,29.323,233.199,-19.770,15.197,-89.780,70.244
-70.513,69.231,,29.173,149.566,7.994,-1.226,-69.980,69.149
-67.949,69.231,,29.252,53.603,3.673,1.836,-67.704,69.353
-65.385,69.231,-13.984,29.222,414.673,0.053,-9.480,-65.381,68.599
-144.872,70.769,-34.861,,19.053,-6.044,-1.779,-145.275,70.651
-142.308,70.769,-32.981,,11.486,-9.915,-0.557,-142.969,70.732
-139.744,70.769,-31.100,,3.918,-13.785,0.664,-140.663,70.814
-121.795,70.769,-30.435,,64.125,-18.251,3.859,-123.012,71.027
-119.231,70.769,-32.026,,221.887,-21.024,-6.648,-120.632,70.326
-116.667,70.769,-28.528,,112.466,-16.617,5.461,-117.774,71.133
-114.103,70.769,-27.465,,37.701,-13.199,7.677,-114.982,71.281
-111.538,70.769,-28.153,,15.165,-11.208,2.513,-112.286,70.937
-108.974,70.769,-30.536,,76.736,-11.879,10.877,-109.766,71.494
-106.410,70.769,-32.344,,81.791,-7.578,10.434,-106.915,71.465
-103.846,70.769,-31.482,,18.171,-9.149,5.282,-104.456,71.121
-101.282,70.769,-30.740,,22.573,-11.240,7.536,-102.031,71.272
-98.718,70.769,-31.195,,27.598,-14.024,11.521,-99.653,71.537
-96.154,70.769,-28.751,,32.674,-13.837,16.606,-97.076,71.876
-93.590,70.769,-24.884,29.516,52.721,-15.929,18.339,-94.652,71.992
-67.949,70.769,-18.940,29.302,137.949,-1.020,-1.013,-68.017,70.702
-132.051,72.308,-33.435,,15.490,-8.536,1.529,-132.620,72.410
-129.487,72.308,-31.554,,7.922,-12.407,2.750,-130.314,72.491
-116.667,72.308,-30.136,,29.484,-16.804,6.424,-117.787,72.736
-114.103,72.308,-31.235,,161.390,-18.882,-1.895,-115.361,72.181
-111.538,72.308,-28.249,,29.200,-13.894,8.433,-112.465,72.870
-108.974,72.308,-29.324,,25.919,-12.512,6.366,-109.809,72.732
-106.410,72.308,-31.597,,70.266,-8.519,10.213,-106.978,72.989
-103.846,72.308,-30.884,,15.632,-4.919,2.873,-104.174,72.499
-101.282,72.308,-31.340,,20.656,-7.703,6.858,-101.796,72.765
-98.718,72.308,-31.795,,25.681,-10.487,10.843,-99.417,73.031
-96.154,72.308,-31.153,,30.725,-12.147,15.244,-96.964,73.324
-93.590,72.308,-28.467,29.512,96.468,-14.991,16.371,-94.589,73.399
-67.949,72.308,-16.612,29.227,145.970,0.491,-0.552,-67.916,72.271
-108.974,73.846,-29.032,,20.700,-14.589,9.190,-109.947,74.459
-106.410,73.846,-30.545,,39.105,-13.894,10.611,-107.337,74.554
-103.846,73.846,-31.484,,13.715,-1.382,2.195,-103.938,73.992
-101.282,73.846,-31.940,,18.739,-4.166,6.180,-101.560,74.258
-98.718,73.846,-32.395,,23.764,-6.950,10.165,-99.181,74.524
-96.154,73.846,-32.851,,28.789,-9.734,14.149,-96.803,74.789
-67.949,73.846,-14.285,29.152,153.991,2.002,-0.092,-67.815,73.840
-103.846,75.385,-29.520,,11.122,-13.882,8.538,-104.772,75.954
-101.282,75.385,-29.047,,18.774,-12.778,8.727,-102.134,75.966
-98.718,75.385,-28.573,,26.426,-11.674,8.917,-99.496,75.979
-96.154,75.385,-28.100,,34.078,-10.570,9.106,-96.859,75.992
-93.590,75.385,-27.627,,41.730,-9.466,9.296,-94.221,76.004
-91.026,75.385,-27.154,,49.383,-8.362,9.486,-91.583,76.017
-88.462,75.385,-26.681,,57.035,-7.258,9.675,-88.945,76.030
-85.897,75.385,-26.208,,64.687,-6.154,9.865,-86.308,76.042
